MH,FITNESS
SA,276.0
SA,277.0
SA,279.0
SA,278.0
SA,276.0
SA,277.0
SA,277.0
SA,276.0
SA,278.0
SA,280.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
SA,274.0
